"portcode","name","unctad","netpascode","ets","ishistorical","isactive","additionaldata","rankorder"
"ESAGZ","Alguazas","ESAGZ",NULL,NULL,False,True,NULL,0
"TRALI","ALIAGA","TRALI",NULL,NULL,False,True,NULL,385
"INABG","ALIBAG","INABG",NULL,NULL,False,True,NULL,0
"ESALC","Alicante","ESALC",NULL,NULL,False,True,NULL,0
"PHALMO","ALICIA MINDANAO",NULL,NULL,NULL,False,True,NULL,0
"ITALI","ALICUDI IS.","ITALI",NULL,NULL,False,True,NULL,0
"GRALIS","ALIMNIA IS.",NULL,NULL,NULL,False,True,NULL,0
"GRALIN","ALIVERION",NULL,NULL,NULL,False,True,NULL,0
"NLALKR","ALKMAAR",NULL,NULL,NULL,False,True,NULL,0
"SBALB","ALLARDYCE HARBOUR","SBALB",NULL,NULL,False,True,NULL,0
"INALF","ALLEPPEY","INALF",NULL,NULL,False,True,NULL,0
"USALLE","ALLIANCE",NULL,NULL,NULL,False,True,NULL,10
"JMALP","ALLIGATOR POND","JMALP",NULL,NULL,False,True,NULL,0
"DKAGE","ALLINGE","DKAGE",NULL,NULL,False,True,NULL,0
"GBALLA","ALLOA",NULL,NULL,NULL,False,True,NULL,0
"UAATKD","ALLSEEDS TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"UAALTL","ALLSEEDS TERMINAL_NIKA-TERA BERTH","UAALT",NULL,NULL,False,True,NULL,0
"CAALMA","ALMA",NULL,NULL,NULL,False,True,NULL,0
"ESLEI","ALMERIA","ESLEI",NULL,NULL,False,True,NULL,256
"PAPAM","ALMIRANTE","PAPAM",NULL,NULL,False,True,NULL,0
"SEHOVD","ALNO IS.","SEHOV",NULL,NULL,False,True,NULL,0
"NZALOI","ALOFI (NIUE IS)",NULL,NULL,NULL,False,True,NULL,0
"NZALOI","ALOFI (NIUE IS.)","NZALO",NULL,NULL,False,True,NULL,0
"IDALOL","ALOR IS.","IDALO",NULL,NULL,False,True,NULL,0
"MYALSR","ALOR SETAR",NULL,NULL,NULL,False,True,NULL,2
"IDALOL","ALOR-KECIL",NULL,NULL,NULL,False,True,NULL,0
NULL,"ALOR-KECIL AREA (RP)",NULL,NULL,NULL,False,True,NULL,0
"PGGUR","ALOTAU","PGGUR",NULL,NULL,False,True,NULL,16
"PGGUR","ALOTAU/PORT MORESBY","PGGUR",NULL,NULL,False,True,NULL,0
"USALPA","ALPENA",NULL,NULL,NULL,False,True,NULL,0
"ARALZE","ALPHA ZONE",NULL,NULL,NULL,False,True,NULL,3
"SCALII","ALPHONSE IS.",NULL,NULL,NULL,False,True,NULL,0
"DKALIS","ALS IS.",NULL,NULL,NULL,False,True,NULL,0
"TRALSK","ALSANCAK",NULL,NULL,NULL,False,True,NULL,0
"USALS","ALSEN","USALS",NULL,NULL,False,True,NULL,0
"NOALF","ALTA","NOALF",NULL,NULL,False,True,NULL,50
"VELES","ALTAGRACIA","VELES",NULL,NULL,False,True,NULL,0
"MXATM","ALTAMIRA","MXATM",NULL,NULL,False,True,NULL,0
"BRALTA","ALTAMIRA (BR)",NULL,NULL,NULL,False,True,NULL,0
"MXATM","ALTAMIRA (MX)","MXATM",NULL,NULL,False,True,NULL,512
"MXALTA","ALTATA",NULL,NULL,NULL,False,True,NULL,0
"ESALTA","ALTEA",NULL,NULL,NULL,False,True,NULL,0
"TRDIL","ALTINTEL","TRDIL",NULL,NULL,False,True,NULL,0
"DEALTA","ALTONA",NULL,NULL,NULL,False,True,NULL,3
"SOCALA","ALULA","SOCAL",NULL,NULL,False,True,NULL,0
"BRALU","ALUMAR","BRALU",NULL,NULL,False,True,NULL,0
"UAALUA","ALUSHTA",NULL,NULL,NULL,False,True,NULL,0
"IDALUI","ALUSI",NULL,NULL,NULL,False,True,NULL,0
"MXAVD","ALVARADO","MXAVD",NULL,NULL,False,True,NULL,0
"UYALVR","ALVEAR",NULL,NULL,NULL,False,True,NULL,2
"PTALVC","ALVERCA","PTALV",NULL,NULL,False,True,NULL,20
"NOAVHM","ALVHEIM FPSO","NOAVH",NULL,NULL,False,True,NULL,0
"NOAAV","ALVIK","NOAAV",NULL,NULL,False,True,NULL,49
"USAMAA","AMA",NULL,NULL,NULL,False,True,NULL,6
"JPAMA","AMAGASAKI","JPAMA",NULL,NULL,False,True,NULL,21
"DKAMAR","AMAGER",NULL,NULL,NULL,False,True,NULL,14
"JPKSM","AMAGR","JPKSM",NULL,NULL,False,True,NULL,0
"IDAMAI","AMAHAI",NULL,NULL,NULL,False,True,NULL,0
"SEAMA","AMAL","SEAMA",NULL,NULL,False,True,NULL,9
"ITAMA","AMALFI","ITAMA",NULL,NULL,False,True,NULL,0
"GRAMAS","AMALIAPOLIS",NULL,NULL,NULL,False,True,NULL,9
"IDAMA","AMAMAPARE","IDAMA",NULL,NULL,False,True,NULL,28
"JPAMOS","AMAMI OSHIMA","JPAMO",NULL,NULL,False,True,NULL,0
"JPASJ","AMAMIOSHIMA","JPASJ",NULL,NULL,False,True,NULL,0
"HNAMP","AMAPALA","HNAMP",NULL,NULL,False,True,NULL,2
"TRAMA","AMASRA","TRAMA",NULL,NULL,False,True,NULL,0
"LKAMBA","AMBALANGODA",NULL,NULL,NULL,False,True,NULL,0
"RUAMBK","AMBARCHIK",NULL,NULL,NULL,False,True,NULL,0
"TRAMB","AMBARLI","TRAMB",NULL,NULL,False,True,NULL,0
NULL,"Ambarli (TRAMB)",NULL,NULL,NULL,False,True,NULL,0
"TRAMB","AMBARLI PORT COMPLEX","TRAMB",NULL,NULL,False,True,NULL,31
"TRAMTL","AMBARLI TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"CMVCC","AMBAS BAY","CMVCC",NULL,NULL,False,True,NULL,0
"BZAMCY","AMBERGRIS CAY",NULL,NULL,NULL,False,True,NULL,0
"FRBECS","Ambes",NULL,NULL,NULL,False,True,NULL,0
"MGAMB","AMBILOBE BAY","MGAMB",NULL,NULL,False,True,NULL,0
"AOPBN","AMBOIM","AOPBN",NULL,NULL,False,True,NULL,0
"IDAMQ","AMBOINA","IDAMQ",NULL,NULL,False,True,NULL,0
"IDAMQ","AMBON","IDAMQ",NULL,NULL,False,True,NULL,0
"AOAZZ","AMBRIZ","AOAZZ",NULL,NULL,False,True,NULL,0
"USAMTR","AMBROSE TOWER",NULL,NULL,NULL,False,True,NULL,83
"VUAMID","AMBRYN ISLAND",NULL,NULL,NULL,False,True,NULL,0
"LBAMCT","AMCHIT",NULL,NULL,NULL,False,True,NULL,0
"USAMID","AMCHITKA ISLAND",NULL,NULL,NULL,False,True,NULL,0
"RUAMDA","AMDERMA",NULL,NULL,NULL,False,True,NULL,0
"NLAMEN","AMERONGEN",NULL,NULL,NULL,False,True,NULL,0
"USAMEE","AMESVILLE",NULL,NULL,NULL,False,True,NULL,0
"GRAMF","AMFILOCHIA","GRAMF",NULL,NULL,False,True,NULL,1
"GRAMF","AMFILOKHIA","GRAMF",NULL,NULL,False,True,NULL,0
"GRAMFS","AMFILOLIS",NULL,NULL,NULL,False,True,NULL,0
"RUAMGU","AMGU",NULL,NULL,NULL,False,True,NULL,0
"CAAMHT","AMHERST",NULL,NULL,NULL,False,True,NULL,0
"CAAMH","AMHERSTBURG","CAAMH",NULL,NULL,False,True,NULL,0
"INAMIS","AMINI IS",NULL,NULL,NULL,False,True,NULL,0
"INAIS","AMINI IS.","INAIS",NULL,NULL,False,True,NULL,0
"PGAMIO","AMIO",NULL,NULL,NULL,False,True,NULL,0
"IRAMD","AMIR ABAD","IRAMD",NULL,NULL,False,True,NULL,0
"IRAMD","AMIRABAD","IRAMD",NULL,NULL,False,True,NULL,0
"SCAMIS","AMIRANTE IS.",NULL,NULL,NULL,False,True,NULL,0
"DKAMMK","AMMASSALIK",NULL,NULL,NULL,False,True,NULL,0
"GRAMO","AMORGOS","GRAMO",NULL,NULL,False,True,NULL,0
"GRAMIS","AMORGOS IS.",NULL,NULL,NULL,False,True,NULL,0
"CNXMN","AMOY","CNXMN",NULL,NULL,False,True,NULL,0
"IDAMPA","AMPANA",NULL,NULL,NULL,False,True,NULL,0
"IDAMP","AMPENAN","IDAMP",NULL,NULL,False,True,NULL,0
"DEAMIS","AMRUM IS",NULL,NULL,NULL,False,True,NULL,0
"DEIAM","AMRUM IS.","DEIAM",NULL,NULL,False,True,NULL,0
"NLAMS","AMSTERDAM","NLAMS",NULL,NULL,False,True,NULL,1372
"VEVNY","AMUAY BAY","VEVNY",NULL,NULL,False,True,NULL,17
"IDAMUG","AMURANG",NULL,NULL,NULL,False,True,NULL,10
"RUAMUK","AMURSK",NULL,NULL,NULL,False,True,NULL,0
"RUAMUT","AMURZET",NULL,NULL,NULL,False,True,NULL,0
"TWAPG","AN PING","TWAPG",NULL,NULL,False,True,NULL,0
"USATS","ANACORTES","USATS",NULL,NULL,False,True,NULL,15
"TRANAU","ANADOLU",NULL,NULL,NULL,False,True,NULL,0
"RUDYR","ANADYR","RUDYR",NULL,NULL,False,True,NULL,0
"GRANA","ANAFI IS.","GRANA",NULL,NULL,False,True,NULL,0
"MGANAA","ANALALAVA",NULL,NULL,NULL,False,True,NULL,0
"TRANA","ANAMUR","TRANA",NULL,NULL,False,True,NULL,0
"JPANA","ANAN","JPANA",NULL,NULL,False,True,NULL,0
"RUANAA","ANAPA",NULL,NULL,NULL,False,True,NULL,0
"PGANSG","ANASAMGA","PGANS",NULL,NULL,False,True,NULL,0
"GBARFS","ANASURIA FPSO",NULL,NULL,NULL,False,True,NULL,0
"MPANAN","ANATAHAN",NULL,NULL,NULL,False,True,NULL,0
"USANC","ANCHORAGE","USANC",NULL,NULL,False,True,NULL,7
"PATAIS","ANCON",NULL,NULL,NULL,False,True,NULL,0
"ITAOI","Ancona","ITAOI",NULL,NULL,False,True,NULL,0
"CLZUD","ANCUD","CLZUD",NULL,NULL,False,True,NULL,0
"NOAND","ANDALSNES","NOAND",NULL,NULL,False,True,NULL,9
"NOADN","ANDENES","NOADN",NULL,NULL,False,True,NULL,10
"MGANDO","ANDEVORANTO",NULL,NULL,NULL,False,True,NULL,0
"GRANDR","ANDIKIRA",NULL,NULL,NULL,False,True,NULL,0
"GRANDA","ANDIKITHIRA",NULL,NULL,NULL,False,True,NULL,0
"MGNOS","ANDILANA","MGNOS",NULL,NULL,False,True,NULL,0
"MYANTA","ANDING TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"GRANIS","ANDIPSARA IS.",NULL,NULL,NULL,False,True,NULL,0
"MGNOS","ANDOANY","MGNOS",NULL,NULL,False,True,NULL,0
"RUANDA","ANDOMA",NULL,NULL,NULL,False,True,NULL,0
"ESANDZ","ANDRAITZ",NULL,NULL,NULL,False,True,NULL,0
"DOCAU","ANDRES","DOCAU",NULL,NULL,False,True,NULL,0
"MGADK","ANDROKA","MGADK",NULL,NULL,False,True,NULL,0
"GRAND","ANDROS","GRAND",NULL,NULL,False,True,NULL,0
"BSASD","ANDROS (BS)","BSASD",NULL,NULL,False,True,NULL,0
"GRAND","ANDROS IS. (GR)","GRAND",NULL,NULL,False,True,NULL,0
"INADRT","ANDROTH","INADR",NULL,NULL,False,True,NULL,0
"TGANE","ANECHO","TGANE",NULL,NULL,False,True,NULL,0
"VIANIS","ANEGADA IS.",NULL,NULL,NULL,False,True,NULL,0
NULL,"ANEGADA PASSAGE (RP)",NULL,NULL,NULL,False,True,NULL,0
"JPANE","ANEGASAKI","JPANE",NULL,NULL,False,True,NULL,0
"TGANE","ANEHO","TGANE",NULL,NULL,False,True,NULL,0
"VUANIS","ANEITYUM IS.",NULL,NULL,NULL,False,True,NULL,0
"JPANE","ANESAKI","JPANE",NULL,NULL,False,True,NULL,0
"PGANB","ANEWA BAY","PGANB",NULL,NULL,False,True,NULL,0
"CLPAG","ANGAMOS","CLPAG",NULL,NULL,False,True,NULL,1
"USANIS","ANGAUR IS.",NULL,NULL,NULL,False,True,NULL,0
"MXPNG","ANGEL","MXPNG",NULL,NULL,False,True,NULL,0
"MXANDL","ANGEL DE LA GUARDA IS.",NULL,NULL,NULL,False,True,NULL,0
"SEANGM","ANGELHOLM",NULL,NULL,NULL,False,True,NULL,1
"IDAGRK","ANGGREK","IDAGR",NULL,NULL,False,True,NULL,0
"SEANGN","ANGHOLMEN",NULL,NULL,NULL,False,True,NULL,1
"GBANBY","ANGLE BAY",NULL,NULL,NULL,False,True,NULL,0
"GBANGY","ANGLESEY",NULL,NULL,NULL,False,True,NULL,0
"DKAMMK","ANGMAGSSALIK","DKAMM",NULL,NULL,False,True,NULL,0
"ZRANG","ANGO ANGO","ZRANG",NULL,NULL,False,True,NULL,2
"CDANG","ANGO-ANGO","CDANG",NULL,NULL,False,True,NULL,0
"MZANO","ANGOCHE","MZANO",NULL,NULL,False,True,NULL,0
"PTADH","ANGRA","PTADH",NULL,NULL,False,True,NULL,0
"PTADH","ANGRA DO HEROISMO","PTADH",NULL,NULL,False,True,NULL,0
"BRADR","Angra Dos Reis","BRADR",NULL,NULL,False,True,NULL,0
"INAGRP","ANGRE PORT","INAGR",NULL,NULL,False,True,NULL,0
"MYANTL","ANGSI TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"DKANH","ANHOLT","DKANH",NULL,NULL,False,True,NULL,2
"COCAR","ANJOUAN","COCAR",NULL,NULL,False,True,NULL,0
"MYAJKT","ANJUNG KECIL TERMINAL","MYAJK",NULL,NULL,False,True,NULL,0
"DZAAE","ANNABA","DZAAE",NULL,NULL,False,True,NULL,209
"GBANNN","ANNAN",NULL,NULL,NULL,False,True,NULL,0
"USANP","ANNAPOLIS","USANP",NULL,NULL,False,True,NULL,0
"CAANRL","ANNAPOLIS ROYAL",NULL,NULL,NULL,False,True,NULL,0
"GQPAGU","ANNOBON ISLAND","GQPAG",NULL,NULL,False,True,NULL,0
"IDANO","ANOA MARINE TERMINAL","IDANO",NULL,NULL,False,True,NULL,0
"IDANNT","ANOA NATUNA TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"ESANDZ","ANORAITX MAJORCA","ESAND",NULL,NULL,False,True,NULL,0
"TWAPG","ANPING","TWAPG",NULL,NULL,False,True,NULL,6
"CNAQG","ANQING","CNAQG",NULL,NULL,False,True,NULL,0
"USANS","Ansonia","USANS",NULL,NULL,False,True,NULL,0
"GBANSR","ANSTRUTHER",NULL,NULL,NULL,False,True,NULL,0
"IDANSU","ANSUDU",NULL,NULL,NULL,False,True,NULL,0
"MGANM","ANTALAHA","MGANM",NULL,NULL,False,True,NULL,0
"TRAYT","ANTALYA","TRAYT",NULL,NULL,False,True,NULL,104
"NGANTL","ANTAN TERMINAL","NGANT",NULL,NULL,False,True,NULL,0
NULL,"ANTI PIRACY1 (RP)",NULL,NULL,NULL,False,True,NULL,0
NULL,"ANTI PIRACY2 (RP)",NULL,NULL,NULL,False,True,NULL,0
NULL,"ANTI PIRACY5 (RP)",NULL,NULL,NULL,False,True,NULL,0
"FRANT","ANTIBES","FRANT",NULL,NULL,False,True,NULL,0
"FRLPA","ANTIFER","FRLPA",NULL,NULL,False,True,NULL,0
"CAANTH","ANTIGONISH",NULL,NULL,NULL,False,True,NULL,0
"999999","ANTIGUA",NULL,NULL,NULL,False,True,NULL,0
"GRITA","ANTIKYRA","GRITA",NULL,NULL,False,True,NULL,0
"CUANT","ANTILLA","CUANT",NULL,NULL,False,True,NULL,1
"ANANBT","ANTILLES BULLENBAAI TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"PHATI","ANTIMONAN LUZON","PHATI",NULL,NULL,False,True,NULL,0
"USATI","ANTIOCH","USATI",NULL,NULL,False,True,NULL,0
"NZANID","ANTIPODES ISLAND",NULL,NULL,NULL,False,True,NULL,0
"CLANF","ANTOFAGASTA","CLANF",NULL,NULL,False,True,NULL,28
"MGANTO","ANTONGO",NULL,NULL,NULL,False,True,NULL,0
"BRANT","ANTONINA","BRANT",NULL,NULL,False,True,NULL,54
"MGDIE","ANTSERANANA","MGDIE",NULL,NULL,False,True,NULL,0
"MGDIE","ANTSIRANANA","MGDIE",NULL,NULL,False,True,NULL,0
"BEANR","ANTWERP","BEANR",NULL,NULL,False,True,NULL,2543
NULL,"Antwerp (USA6N)",NULL,NULL,NULL,False,True,NULL,0
"BEANR","ANTWERP - Churchill Terminal","BEANR",NULL,NULL,False,True,NULL,0
"BEANR","ANVERS (ANTWERPEN)","BEANR",NULL,NULL,False,True,NULL,0
"123","ANY PORT NAME",NULL,NULL,NULL,False,True,NULL,0
"IDANR","ANYER","IDANR",NULL,NULL,False,True,NULL,5
"IDANR","ANYER KIDUL","IDANR",NULL,NULL,False,True,NULL,15
"IDANR","ANYER LOR","IDANR",NULL,NULL,False,True,NULL,0
"IRAZLI","ANZALI",NULL,NULL,NULL,False,True,NULL,0
"ITANZ","ANZIO","ITANZ",NULL,NULL,False,True,NULL,0
"CNAOTL","AO SHAN","CNAOT",NULL,NULL,False,True,NULL,0
"JPAOIS","AOGA IS.",NULL,NULL,NULL,False,True,NULL,0
"JPAOK","AOKATA","JPAOK",NULL,NULL,False,True,NULL,0
"JPAOJ","AOMORI","JPAOJ",NULL,NULL,False,True,NULL,3
"CNAOTL","AOSHAN TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"VNAPGD","AP GO DAU",NULL,NULL,NULL,False,True,NULL,0
"USAAF","APALACHICOLA","USAAF",NULL,NULL,False,True,NULL,0
"NGAPP","APAPA","NGAPP",NULL,NULL,False,True,NULL,38
"IDAPBY","APAR BAY",NULL,NULL,NULL,False,True,NULL,0
"PHAPR","APARRI","PHAPR",NULL,NULL,False,True,NULL,0
"PHAPR","APARRI LUZON","PHAPR",NULL,NULL,False,True,NULL,0
"IDAPI","API API","IDAPI",NULL,NULL,False,True,NULL,0
"WSAPW","APIA","WSAPW",NULL,NULL,False,True,NULL,5
"IDAPI","APIAPI","IDAPI",NULL,NULL,False,True,NULL,0
"AUAPBY","APOLLO BAY",NULL,NULL,NULL,False,True,NULL,0
"GRSIF","APOLLONIA","GRSIF",NULL,NULL,False,True,NULL,0
"GRSIF","APOLLONIA SIFNOS IS.","GRSIF",NULL,NULL,False,True,NULL,0
"GBAPP","APPLEDORE","GBAPP",NULL,NULL,False,True,NULL,4
"USATW","APPLETON","USATW",NULL,NULL,False,True,NULL,0
"GUAPR","APRA","GUAPR",NULL,NULL,False,True,NULL,0
"GUAPR","APRA HARBOUR","GUAPR",NULL,NULL,False,True,NULL,4
"JOAQJ","AQABA","JOAQJ",NULL,NULL,False,True,NULL,186
"SDAQIQ","AQIQ",NULL,NULL,NULL,False,True,NULL,0
"KZAAU","AQTAU","KZAAU",NULL,NULL,False,True,NULL,0
"ITAQTL","AQUILA TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"QAARRN","AR RAYYAN",NULL,NULL,NULL,False,True,NULL,1
"BRAJU","ARACAJU","BRAJU",NULL,NULL,False,True,NULL,10
"BRARAI","ARACATI",NULL,NULL,NULL,False,True,NULL,0
"BRARAZ","ARACRUZ",NULL,NULL,NULL,False,True,NULL,0
"IEARIS","ARAN IS.",NULL,NULL,NULL,False,True,NULL,0
"USYAS","ARANSAS PASS","USYAS",NULL,NULL,False,True,NULL,13
"KIARIS","ARANUKA IS.",NULL,NULL,NULL,False,True,NULL,0
"BRARB","ARATU","BRARB",NULL,NULL,False,True,NULL,285
"PGARAA","ARAWA",NULL,NULL,NULL,False,True,NULL,0
"PGARIS","ARAWE IS.",NULL,NULL,NULL,False,True,NULL,0
"VEARA","ARAYA","VEARA",NULL,NULL,False,True,NULL,2
"ITATX","ARBATAX","ITATX",NULL,NULL,False,True,NULL,22
"GBARB","ARBROATH","GBARB",NULL,NULL,False,True,NULL,0
"FRARC","ARCACHON","FRARC",NULL,NULL,False,True,NULL,1
"SUARC","ARCHANGEL","SUARC",NULL,NULL,False,True,NULL,108
"RUARH","ARCHANGELSK","RUARH",NULL,NULL,False,True,NULL,0
NULL,"ARCHIPELAGO (RP)",NULL,NULL,NULL,False,True,NULL,0
"IDARAA","ARCO ARDJUNA",NULL,NULL,NULL,False,True,NULL,0
"IDARAA","ARCO ARDJUNA FSO","IDARA",NULL,NULL,False,True,NULL,0
"IDARAA","ARCO ARDJUNA TERMINAL","IDARA",NULL,NULL,False,True,NULL,0
"NOAAN","ARDAL","NOAAN",NULL,NULL,False,True,NULL,6
"NOARD","ARDALSTANGEN","NOARD",NULL,NULL,False,True,NULL,386
"GBCAMN","ARDERSIER","GBCAM",NULL,NULL,False,True,NULL,1
"GBARDS","ARDGLASS",NULL,NULL,NULL,False,True,NULL,0
"IDARDA","ARDJUNA",NULL,NULL,NULL,False,True,NULL,0
"IDARTL","ARDJUNA OIL FIELD","IDART",NULL,NULL,False,True,NULL,0
"IDARTL","ARDJUNA TERMINAL","IDART",NULL,NULL,False,True,NULL,0
"GBASG","ARDRISHAIG","GBASG",NULL,NULL,False,True,NULL,0
"GBARD","ARDROSSAN","GBARD",NULL,NULL,False,True,NULL,0
"AUARD","ARDROSSAN (AU)","AUARD",NULL,NULL,False,True,NULL,5
"GBARD","ARDROSSAN (UK)","GBARD",NULL,NULL,False,True,NULL,2
"GBARDR","ARDVASAR",NULL,NULL,NULL,False,True,NULL,0
"PRARE","ARECIBO","PRARE",NULL,NULL,False,True,NULL,0
"BRARE","AREIA BRANCA","BRARE",NULL,NULL,False,True,NULL,0
"NOARE","ARENDAL","NOARE",NULL,NULL,False,True,NULL,97
"CANWP","ARGENTIA","CANWP",NULL,NULL,False,True,NULL,61
"GRARM","ARGOSTOLI CEPHALONIA","GRARM",NULL,NULL,False,True,NULL,0
"GREFL","ARGOSTOLION","GREFL",NULL,NULL,False,True,NULL,0
"ESARI","Arguineguin","ESARI",NULL,NULL,False,True,NULL,0
"DKAAR","ARHUS","DKAAR",NULL,NULL,False,True,NULL,17
"PGARAO","ARIA AMO",NULL,NULL,NULL,False,True,NULL,0
"JPARIE","ARIAKE",NULL,NULL,NULL,False,True,NULL,0
"CLARI","ARICA","CLARI",NULL,NULL,False,True,NULL,21
"CAARI","ARICHAT","CAARI",NULL,NULL,False,True,NULL,0
NULL,"Arikawa",NULL,NULL,NULL,False,True,NULL,0
"SEARID","ARILD",NULL,NULL,NULL,False,True,NULL,0
"ESARNG","ARINAGA","ESARN",NULL,NULL,False,True,NULL,30
"GBARIR","ARINAGOUR",NULL,NULL,NULL,False,True,NULL,0
"GBARIG","ARISAIG",NULL,NULL,NULL,False,True,NULL,0
"RUARH","ARKHANGELSK","RUARH",NULL,NULL,False,True,NULL,21
"IEARK","ARKLOW","IEARK",NULL,NULL,False,True,NULL,1
"GRARIS","ARKOI IS.",NULL,NULL,NULL,False,True,NULL,0
"SEASU","ARKOSUND","SEASU",NULL,NULL,False,True,NULL,0
"RUARII","ARKTICHESKI INSTITUT IS.",NULL,NULL,NULL,False,True,NULL,0
"FRARLS","ARLES",NULL,NULL,NULL,False,True,NULL,2
"USARLN","ARLINGTON",NULL,NULL,NULL,False,True,NULL,0
"AOAMOF","ARMADA OLOMBENDO FPSO","AOAMO",NULL,NULL,False,True,NULL,0
"RUMAG","ARMAN","RUMAG",NULL,NULL,False,True,NULL,0
"PAAML","ARMUELLES","PAAML",NULL,NULL,False,True,NULL,0
"NLARNM","ARNHEM",NULL,NULL,NULL,False,True,NULL,0
"USARNO","ARNO",NULL,NULL,NULL,False,True,NULL,0
"KIARID","ARORAE ISLAND",NULL,NULL,NULL,False,True,NULL,0
"DKARD","AROSUND","DKARD",NULL,NULL,False,True,NULL,0
"BRARDA","ARQUIPELAGO DOS ABROLHOS",NULL,NULL,NULL,False,True,NULL,0
NULL,"Arraial Do Cabo",NULL,NULL,NULL,False,True,NULL,0
"ESARRE","Arrecife",NULL,NULL,NULL,False,True,NULL,0
"PRRAR","ARROYO","PRRAR",NULL,NULL,False,True,NULL,0
"FRAER","ARS","FRAER",NULL,NULL,False,True,NULL,0
"FRAER","ARS EN RE","FRAER",NULL,NULL,False,True,NULL,0
"FRARSE","ARS-EN-RE",NULL,NULL,NULL,False,True,NULL,0
"FRAER","ARSEN RE","FRAER",NULL,NULL,False,True,NULL,0
"UAKAMN","ARSHINTSEVO","UAKAM",NULL,NULL,False,True,NULL,0
"TRARSZ","ARSUZ",NULL,NULL,NULL,False,True,NULL,0
"GRARTA","ARTA",NULL,NULL,NULL,False,True,NULL,0
NULL,"Artesia",NULL,NULL,NULL,False,True,NULL,0
"ANAUA","ARUBA","ANAUA",NULL,NULL,False,True,NULL,40
"AWAUA","ARUBA IS","AWAUA",NULL,NULL,False,True,NULL,4
"AWAUA","ARUBA IS.","AWAUA",NULL,NULL,False,True,NULL,0
"IDAUN","ARUN TERMINAL","IDAUN",NULL,NULL,False,True,NULL,0
"NZARUA","ARUTUNGA",NULL,NULL,NULL,False,True,NULL,0
"SYARW","ARWAD","SYARW",NULL,NULL,False,True,NULL,0
"SYARW","ARWAD ISLAND","SYARW",NULL,NULL,False,True,NULL,0
"AEARZ","ARZANAH ISLAND","AEARZ",NULL,NULL,False,True,NULL,0
"DZAZW","ARZEW","DZAZW",NULL,NULL,False,True,NULL,276
"YESAL","AS SALIF","YESAL",NULL,NULL,False,True,NULL,0
"EGASSM","AS SALLUM",NULL,NULL,NULL,False,True,NULL,0
"OMSEEB","AS SEEB","OMSEE",NULL,NULL,False,True,NULL,0
"OMSEEB","AS SIB","OMSEE",NULL,NULL,False,True,NULL,0
"LYESI","AS SIDR","LYESI",NULL,NULL,False,True,NULL,0
"DKASA","ASA","DKASA",NULL,NULL,False,True,NULL,0
"DKASA","ASAA","DKASA",NULL,NULL,False,True,NULL,0
"IDASJY","ASAHIMAS JETTY",NULL,NULL,NULL,False,True,NULL,0
"IRASA","ASALUYEH",NULL,NULL,NULL,False,True,NULL,0
"IDMRAA","ASAM ASAM","IDMRA",NULL,NULL,False,True,NULL,3
"KRPTK","ASAN","KRPTK",NULL,NULL,False,True,NULL,0
"GBASIS","ASCENSION IS",NULL,NULL,NULL,False,True,NULL,0
"GBASIS","ASCENSION IS.","GBASI",NULL,NULL,False,True,NULL,0
"SHASC","ASCENSION ISLAND","SHASC",NULL,NULL,False,True,NULL,0
"GQANFS","ASENG FPSO","GQANF",NULL,NULL,False,True,NULL,2
"EEASE","ASERI","EEASE",NULL,NULL,False,True,NULL,0
"SAASSH","ASH SHARMAH",NULL,NULL,NULL,False,True,NULL,2
"YEASR","ASH SHIHR TERMINAL","YEASR",NULL,NULL,False,True,NULL,0
"TNASH","ASHART TERMINAL","TNASH",NULL,NULL,False,True,NULL,0
"ILASH","ASHDOD","ILASH",NULL,NULL,False,True,NULL,235
"ILAKL","ASHKELON","ILAKL",NULL,NULL,False,True,NULL,23
"USASX","ASHLAND","USASX",NULL,NULL,False,True,NULL,0
"USASF","ASHTABLULA","USASF",NULL,NULL,False,True,NULL,0
"USASF","ASHTABULA","USASF",NULL,NULL,False,True,NULL,12
"TNASH","ASHTART TERMINAL","TNASH",NULL,NULL,False,True,NULL,0
"PGASKE","ASIKE",NULL,NULL,NULL,False,True,NULL,0
"MAASI","ASILAH","MAASI",NULL,NULL,False,True,NULL,0
"ITASIS","ASINARA IS",NULL,NULL,NULL,False,True,NULL,0
"ITASIS","ASINARA IS.","ITASI",NULL,NULL,False,True,NULL,0
"SEASD","ASKERSUND","SEASD",NULL,NULL,False,True,NULL,0
"SEASKA","ASKJA",NULL,NULL,NULL,False,True,NULL,0
"NOASKY","ASKOY",NULL,NULL,NULL,False,True,NULL,9
"EGASLL","ASL",NULL,NULL,NULL,False,True,NULL,0
NULL,"ASL MAKASSAR BASIN (RP)",NULL,NULL,NULL,False,True,NULL,0
"DKASS","ASNAES","DKASS",NULL,NULL,False,True,NULL,6
NULL,"Asnas",NULL,NULL,NULL,False,True,NULL,0
"GRANDR","ASPRA SPITIA","GRAND",NULL,NULL,False,True,NULL,0
