"portcode","name","unctad","netpascode","ets","ishistorical","isactive","additionaldata","rankorder"
"GREEU","ELEUSIS","GREEU",NULL,NULL,False,True,NULL,191
"GREEU","ELEVSIS","GREEU",NULL,NULL,False,True,NULL,0
"USELCE","ELFIN COVE",NULL,NULL,NULL,False,True,NULL,0
"USELIM","ELIM",NULL,NULL,NULL,False,True,NULL,0
"GRELBY","ELINDA BAY",NULL,NULL,NULL,False,True,NULL,0
"USELIT","ELISABETHPORT","USELI",NULL,NULL,False,True,NULL,0
"USELCY","ELIZABETH CITY",NULL,NULL,NULL,False,True,NULL,0
"USELIT","ELIZABETHPORT",NULL,NULL,NULL,False,True,NULL,1
"GBELL","ELLESMERE","GBELL",NULL,NULL,False,True,NULL,297
"GBELLE","Ellesmere Port",NULL,NULL,NULL,False,True,NULL,0
"AUELLN","ELLISTON",NULL,NULL,NULL,False,True,NULL,0
"USELLH","ELLSWORTH",NULL,NULL,NULL,False,True,NULL,0
"DEELM","ELMSHORN","DEELM",NULL,NULL,False,True,NULL,0
"NOELN","ELNESVAAGEN","NOELN",NULL,NULL,False,True,NULL,6
"NOELN","ELNESVAGEN","NOELN",NULL,NULL,False,True,NULL,63
"GQISDE","ELOBEY IS","GQISD",NULL,NULL,False,True,NULL,0
"GQISDE","ELOBEY IS.","GQISD",NULL,NULL,False,True,NULL,0
"DEELS","ELSFLETH","DEELS",NULL,NULL,False,True,NULL,3
"DKHLS","ELSINORE","DKHLS",NULL,NULL,False,True,NULL,0
"DEEME","EMDEN","DEEME",NULL,NULL,False,True,NULL,482
NULL,"Emden (DEEMD)",NULL,NULL,NULL,False,True,NULL,0
"GBEMED","EMERALD",NULL,NULL,NULL,False,True,NULL,0
"IDPDG","EMMA HAVEN","IDPDG",NULL,NULL,False,True,NULL,0
"EEEMME","EMMASTE",NULL,NULL,NULL,False,True,NULL,0
"DEEMMM","EMMELSUM",NULL,NULL,NULL,False,True,NULL,3
"DEEMM","EMMERICH","DEEMM",NULL,NULL,False,True,NULL,2
"MXEPM","EMPALME","MXEPM",NULL,NULL,False,True,NULL,0
"ITPEM","EMPEDOCLE","ITPEM",NULL,NULL,False,True,NULL,0
"USEPRL","EMPIRE (LOUISIANA)",NULL,NULL,NULL,False,True,NULL,4
"USEMPR","EMPIRE (OREGON)",NULL,NULL,NULL,False,True,NULL,0
"PAEMPE","EMPIRE (PA)",NULL,NULL,NULL,False,True,NULL,0
"AUBWT","EMU BAY","AUBWT",NULL,NULL,False,True,NULL,0
"PYENO","ENCARNACION","PYENO",NULL,NULL,False,True,NULL,0
"MYEND","ENDAU","MYEND",NULL,NULL,False,True,NULL,0
"IDENDE","ENDE",NULL,NULL,NULL,False,True,NULL,0
"KIENIS","ENDERBURY IS.",NULL,NULL,NULL,False,True,NULL,0
"NOENGE","ENGENE",NULL,NULL,NULL,False,True,NULL,14
"IDENIS","ENGGANO IS.",NULL,NULL,NULL,False,True,NULL,0
"CAENGD","ENGLEWOOD",NULL,NULL,NULL,False,True,NULL,0
"USENBY","ENGLISH BAY",NULL,NULL,NULL,False,True,NULL,0
"KIENHR","ENGLISH HARBOUR",NULL,NULL,NULL,False,True,NULL,0
"LVENGE","ENGURE",NULL,NULL,NULL,False,True,NULL,0
"USENIK","ENIWETOK",NULL,NULL,NULL,False,True,NULL,0
"NLENKN","ENKHUIZEN",NULL,NULL,NULL,False,True,NULL,0
"SEENK","ENKOPING","SEENK",NULL,NULL,False,True,NULL,0
"INENR","ENNORE","INENR",NULL,NULL,False,True,NULL,21
"ATENNS","ENNS",NULL,NULL,NULL,False,True,NULL,0
"MXESE","ENSENADA","MXESE",NULL,NULL,False,True,NULL,0
"ARENSA","ENSENADA (AR)",NULL,NULL,NULL,False,True,NULL,0
"MXESE","ENSENADA (MX)","MXESE",NULL,NULL,False,True,NULL,17
"DKENS","ENSTED","DKENS",NULL,NULL,False,True,NULL,19
"NGEPEE","EPE",NULL,NULL,NULL,False,True,NULL,0
"CYEPI","EPISCOPI","CYEPI",NULL,NULL,False,True,NULL,0
"GAEKU","EQUATA","GAEKU",NULL,NULL,False,True,NULL,0
"JPERAA","ERA",NULL,NULL,NULL,False,True,NULL,0
"PHERAN","ERAN",NULL,NULL,NULL,False,True,NULL,0
"THERTL","ERAWAN TERMINAL",NULL,NULL,NULL,False,True,NULL,4
"ITPTEC","ERCOLE","ITPTE",NULL,NULL,False,True,NULL,0
"TRERK","ERDEK","TRERK",NULL,NULL,False,True,NULL,0
"TRERDR","ERDEMIR",NULL,NULL,NULL,False,True,NULL,31
"TRERE","EREGLI","TRERE",NULL,NULL,False,True,NULL,98
"TREREI","EREGLISI",NULL,NULL,NULL,False,True,NULL,5
"TRERTL","EREGLISI TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"TREREN","EREN PORT","TRERE",NULL,NULL,False,True,NULL,13
"TREREY","ERENKOY",NULL,NULL,NULL,False,True,NULL,3
"IDERTN","ERETAN","IDERT",NULL,NULL,False,True,NULL,0
"NGERTL","ERHA TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"USERI","ERIE","USERI",NULL,NULL,False,True,NULL,2
"JPEMCP","ERIMO CAPE","JPEMC",NULL,NULL,False,True,NULL,0
"JPEMCP","ERIMO MISAKI",NULL,NULL,NULL,False,True,NULL,0
"GRERI","ERITH","GBERI",NULL,NULL,False,True,NULL,130
"GRERM","ERMIONI","GRERM",NULL,NULL,False,True,NULL,0
"VUERIS","EROMANGA IS.",NULL,NULL,NULL,False,True,NULL,0
"FRERQY","ERQUY",NULL,NULL,NULL,False,True,NULL,0
"NLEROT","ERTSKADE ORE TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"BEERE","ERTVELDE","BEERE",NULL,NULL,False,True,NULL,0
"LYESI","ES SIDER","LYESI",NULL,NULL,False,True,NULL,4
"JPESI","ESASHI (HOKKAIDO NORTH)","JPESI",NULL,NULL,False,True,NULL,0
"JPESS","ESASHI (HOKKAIDO SOUTH)","JPESS",NULL,NULL,False,True,NULL,0
"DKEBJ","Esbjerg","DKEBJ",NULL,NULL,False,True,NULL,0
"PHESCE","ESCALANTE",NULL,NULL,NULL,False,True,NULL,0
"USESC","ESCANABA","USESC",NULL,NULL,False,True,NULL,0
"PAESCL","ESCOBAL",NULL,NULL,NULL,False,True,NULL,0
"ARESBR","ESCOBAR","ARESB",NULL,NULL,False,True,NULL,0
"ESESC","ESCOMBRERAS","ESESC",NULL,NULL,False,True,NULL,34
"MXESCA","ESCONDIDA",NULL,NULL,NULL,False,True,NULL,0
"CALEES","ESCOUMINS","CALEE",NULL,NULL,False,True,NULL,2
"NGESC","ESCRAVOS","NGESC",NULL,NULL,False,True,NULL,0
"NGESC","ESCRAVOS TERMINAL","NGESC",NULL,NULL,False,True,NULL,119
"ISESK","ESKIFJORDUR","ISESK",NULL,NULL,False,True,NULL,64
"ISESK","ESKILFJORDUR","ISESK",NULL,NULL,False,True,NULL,17
"SEESKA","ESKILSTUNA",NULL,NULL,NULL,False,True,NULL,0
"CAESPT","ESKIMO POINT",NULL,NULL,NULL,False,True,NULL,0
"DKESKS","ESKIMONAES",NULL,NULL,NULL,False,True,NULL,0
"ECESM","ESMERALDAS","ECESM",NULL,NULL,False,True,NULL,60
"PHESPN","ESPANOLA","PHESP",NULL,NULL,False,True,NULL,0
"NOESPN","ESPENESBOGEN",NULL,NULL,NULL,False,True,NULL,0
"AUEPR","ESPERANCE","AUEPR",NULL,NULL,False,True,NULL,48
"BRPOEA","ESPERANZA","BRPOE",NULL,NULL,False,True,NULL,0
"NOESPR","ESPEVAER",NULL,NULL,NULL,False,True,NULL,0
"NOESP","ESPEVIK","NOESP",NULL,NULL,False,True,NULL,5
"BRFPES","ESPIRITO SANTO FPSO","BRFPE",NULL,NULL,False,True,NULL,0
"CIESTL","ESPOIR TERMINAL",NULL,NULL,NULL,False,True,NULL,2
"CAESQ","ESQUIMAILT","CAESQ",NULL,NULL,False,True,NULL,0
"CAESQ","ESQUIMALT","CAESQ",NULL,NULL,False,True,NULL,0
"MAESS","ESSAOIRA","MAESS",NULL,NULL,False,True,NULL,0
"MAESS","ESSAOUIRA","MAESS",NULL,NULL,False,True,NULL,0
"USESSX","ESSEX",NULL,NULL,NULL,False,True,NULL,0
"GBESCT","ESSEX CARGO TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"USESSE","ESSEXVILLE",NULL,NULL,NULL,False,True,NULL,0
"AOESSO","ESSUNGO",NULL,NULL,NULL,False,True,NULL,0
"AOSOQ","ESSUNGO MARINE TERMINAL","AOSOQ",NULL,NULL,False,True,NULL,0
"SESVK","ESSVIK","SESVK",NULL,NULL,False,True,NULL,0
"PHESTA","ESTANCIA",NULL,NULL,NULL,False,True,NULL,0
"ESESTA","ESTEPONA",NULL,NULL,NULL,False,True,NULL,0
"USESB","ESTERO BAY","USESB",NULL,NULL,False,True,NULL,0
"JPETA","ETAJIMA","JPETA",NULL,NULL,False,True,NULL,11
"JPETA","ETAJIMA TERMINAL","JPETA",NULL,NULL,False,True,NULL,0
"GAETTL","ETAME TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"FRELS","ETAPLES","FRELS",NULL,NULL,False,True,NULL,0
"PEEEN","ETEN","PEEEN",NULL,NULL,False,True,NULL,0
"NOETN","ETNE","NOETN",NULL,NULL,False,True,NULL,4
"NOETN","ETNESJOEN","NOETN",NULL,NULL,False,True,NULL,1
"FREUEU","EU",NULL,NULL,NULL,False,True,NULL,0
"TOEUID","EUA ISLAND",NULL,NULL,NULL,False,True,NULL,0
"GREUBA","EUBOEA",NULL,NULL,NULL,False,True,NULL,0
"AUEUCA","EUCLA",NULL,NULL,NULL,False,True,NULL,0
"USEGNI","EUGENE ISLAND","USEGN",NULL,NULL,False,True,NULL,0
"USEKA","EUREKA","USEKA",NULL,NULL,False,True,NULL,0
"FREUIS","EUROPA IS (FR)",NULL,NULL,NULL,False,True,NULL,0
"FREUIS","EUROPA IS. (FR)","FREUI",NULL,NULL,False,True,NULL,0
"GBEUP","EUROPA POINT","GBEUP",NULL,NULL,False,True,NULL,0
"ESEUPT","EUROPA POINT (ES)","ESEUP",NULL,NULL,False,True,NULL,0
"NLEUR","Europoort","NLEUR",NULL,NULL,False,True,NULL,0
"GREVDL","EVDILOS","GREVD",NULL,NULL,False,True,NULL,0
"USEVE","EVERETT","USEVE",NULL,NULL,False,True,NULL,6
"USEVT","EVERETT (USA-MA)","USEVT",NULL,NULL,False,True,NULL,0
"USEVE","EVERETT (USA-WA)","USEVE",NULL,NULL,False,True,NULL,0
"USEVES","EVERGLADES",NULL,NULL,NULL,False,True,NULL,0
NULL,"Everglades City",NULL,NULL,NULL,False,True,NULL,0
"GYEVEN","EVERTON",NULL,NULL,NULL,False,True,NULL,0
"UAEVPA","EVPATORIA",NULL,NULL,NULL,False,True,NULL,0
"TREVYP","EVYAP",NULL,NULL,NULL,False,True,NULL,2
"USEXIT","EXCURSION INLET",NULL,NULL,NULL,False,True,NULL,0
"GBEXE","EXETER","GBEXE",NULL,NULL,False,True,NULL,0
"GREXM","EXMOUTH","GREXM",NULL,NULL,False,True,NULL,0
"AUPEX","EXMOUTH (AU)","AUPEX",NULL,NULL,False,True,NULL,0
"GBEXM","EXMOUTH (UK)","GBEXM",NULL,NULL,False,True,NULL,0
"IDEXMT","EXSPAN MARINE TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"BSEXHE","EXUMA HARBOUR ESTATES",NULL,NULL,NULL,False,True,NULL,1
"NOEYD","EYDEHAMN","NOEYD",NULL,NULL,False,True,NULL,45
"NOEYD","EYDEHAVN","NOEYD",NULL,NULL,False,True,NULL,79
"GBEYEH","EYEMOUTH",NULL,NULL,NULL,False,True,NULL,0
"ISEYRI","EYRARBAKKI",NULL,NULL,NULL,False,True,NULL,0
"AUEYRE","EYRE",NULL,NULL,NULL,False,True,NULL,0
"DKFAA","FAABORG","DKFAA",NULL,NULL,False,True,NULL,6
"DKFAA","FABORG","DKFAA",NULL,NULL,False,True,NULL,0
"GLFHN","FAERINGEHAVN","GLFHN",NULL,NULL,False,True,NULL,0
"DKKONN","FAEROE IS.","DKKON",NULL,NULL,False,True,NULL,2
"NOFAX","FAGERSTRAND","NOFAX",NULL,NULL,False,True,NULL,0
"KWFAID","FAILAKA ISLAND",NULL,NULL,NULL,False,True,NULL,0
"USFAHN","FAIR HAVEN",NULL,NULL,NULL,False,True,NULL,0
"GRFIE","FAIR ISLE","GBFIE",NULL,NULL,False,True,NULL,4
"USFAH","FAIRLESS HILLS","USFAH",NULL,NULL,False,True,NULL,164
NULL,"Fairlie, South Ayreshire",NULL,NULL,NULL,False,True,NULL,0
"USFPT","FAIRPORT","USFPT",NULL,NULL,False,True,NULL,0
NULL,"FAIRY BANK (RP)",NULL,NULL,NULL,False,True,NULL,0
"FMFAIS","FAIS",NULL,NULL,NULL,False,True,NULL,0
"PRFAJO","FAJARDO",NULL,NULL,NULL,False,True,NULL,0
"IDFKQ","FAK FAK","IDFKQ",NULL,NULL,False,True,NULL,0
"NZFAIS","FAKAOFO IS.",NULL,NULL,NULL,False,True,NULL,0
"FRFKRV","FAKARAVA","FRFKR",NULL,NULL,False,True,NULL,0
"GBFAKH","FAKEEDINBURGH",NULL,NULL,NULL,False,True,NULL,2
"IDFKQ","FAKFAK","IDFKQ",NULL,NULL,False,True,NULL,0
"DKFAK","FAKSE LADEPLADS","DKFAK",NULL,NULL,False,True,NULL,2
"DKFAK","FAKSE LADEPLADS HAVN","DKFAK",NULL,NULL,False,True,NULL,2
"DKFAK","FAKSE LADEPLANDS","DKFAK",NULL,NULL,False,True,NULL,0
"ITFAL","FALCONARA","ITFAL",NULL,NULL,False,True,NULL,4
"ITFAL","FALCONARA MARITTIMA","ITFAL",NULL,NULL,False,True,NULL,0
"MVFLFS","FALHUMAAFUSHI",NULL,NULL,NULL,False,True,NULL,0
"SEFAG","Falkenberg","SEFAG",NULL,NULL,False,True,NULL,0
"USFAR","FALL RIVER","USFAR",NULL,NULL,False,True,NULL,47
"GBFAL","FALMOUTH","GBFAL",NULL,NULL,False,True,NULL,0
"JMFMH","FALMOUTH (JM)","JMFMH",NULL,NULL,False,True,NULL,0
"GBFAL","FALMOUTH (UK)","GBFAL",NULL,NULL,False,True,NULL,141
"USFALH","FALMOUTH (US)",NULL,NULL,NULL,False,True,NULL,0
"AGFAHR","FALMOUTH HARBOR",NULL,NULL,NULL,False,True,NULL,2
"SEFSB","FALSTERBO","SEFSB",NULL,NULL,False,True,NULL,0
"CYFMG","FAMAGUSTA","CYFMG",NULL,NULL,False,True,NULL,2
"EGFAN","FANARA","EGFAN",NULL,NULL,False,True,NULL,0
"FRFAIS","FANGATAUFA IS.",NULL,NULL,NULL,False,True,NULL,0
"CNFAN","FANGCHENG","CNFAN",NULL,NULL,False,True,NULL,294
"CNFANN","FANGCUN",NULL,NULL,NULL,False,True,NULL,0
"KIFIS","FANNING IS.","KIFIS",NULL,NULL,False,True,NULL,0
"DKNDB","FANO","DKNDB",NULL,NULL,False,True,NULL,0
"ITFANP","FANO (IT)","ITFAN",NULL,NULL,False,True,NULL,0
"ITFANP","FANP",NULL,NULL,NULL,False,True,NULL,0
"IQFAO","FAO","IQFAO",NULL,NULL,False,True,NULL,0
NULL,"FAR EAST MADAGASCAR (RP)",NULL,NULL,NULL,False,True,NULL,0
"MGRVA","FARAFANGANA","MGRVA",NULL,NULL,False,True,NULL,0
"SAFAID","FARASAN ISLAND",NULL,NULL,NULL,False,True,NULL,1
"GBFARM","FAREHAM",NULL,NULL,NULL,False,True,NULL,0
"DEFAG","FARGE","DEFAG",NULL,NULL,False,True,NULL,37
"NOFARS","FARNES",NULL,NULL,NULL,False,True,NULL,0
"PTFAO","Faro","PTFAO",NULL,NULL,False,True,NULL,0
"DKKONN","FAROE IS.","DKKON",NULL,NULL,False,True,NULL,17
"SEFSD","FAROSUND GOTLAND IS.","SEFSD",NULL,NULL,False,True,NULL,0
"NOFAN","FARSUND","NOFAN",NULL,NULL,False,True,NULL,111
"LYFATL","FARWAH TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"ISFAS","FASKRUDSFJORDUR","ISFAS",NULL,NULL,False,True,NULL,43
"GBFAS","FASLANE","GBFAS",NULL,NULL,False,True,NULL,2
"IEFAS","FASTNET ROCK","IEFAS",NULL,NULL,False,True,NULL,4
"AEFAT","FATEH TERMINAL","AEFAT",NULL,NULL,False,True,NULL,7
"CAFAP","FATHER POINT","CAFAP",NULL,NULL,False,True,NULL,0
"SNFATK","FATIK",NULL,NULL,NULL,False,True,NULL,0
"TRFAS","FATSA","TRFAS",NULL,NULL,False,True,NULL,54
"FRFALA","FATU LVA",NULL,NULL,NULL,False,True,NULL,0
"PKFAOT","FAUJI OIL TERMINAL",NULL,NULL,NULL,False,True,NULL,2
"NOFAU","FAUSKE","NOFAU",NULL,NULL,False,True,NULL,13
"USFSTN","FAUSTINA","USFST",NULL,NULL,False,True,NULL,0
"MGFACP","FAUX CAP",NULL,NULL,NULL,False,True,NULL,0
"GBFAV","FAVERSHAM","GBFAV",NULL,NULL,False,True,NULL,0
"ITFAV","FAVIGNANA IS.","ITFAV",NULL,NULL,False,True,NULL,0
"GBFAW","FAWLEY","GBFAW",NULL,NULL,False,True,NULL,112
"DKFAK","FAXE","DKFAK",NULL,NULL,False,True,NULL,20
"EGFAD","FAYID","EGFAD",NULL,NULL,False,True,NULL,0
"BRSAN","FAZENDINHA","BRSAN",NULL,NULL,False,True,NULL,10
"BRFZDA","FAZENDINHA (RT)",NULL,NULL,NULL,False,True,NULL,32
NULL,"FAZENDINHA (SERGIPE)",NULL,NULL,NULL,False,True,NULL,0
"BRFAZA","FAZENDINHA(SERGIPE)","BRFAZ",NULL,NULL,False,True,NULL,1
"FRFEC","FECAMP","FRFEC",NULL,NULL,False,True,NULL,79
"DEFEHD","FEHMARNSUND",NULL,NULL,NULL,False,True,NULL,0
"DKFEBT","FEHMER BELT",NULL,NULL,NULL,False,True,NULL,0
"MVFLVR","FELIVARU",NULL,NULL,NULL,False,True,NULL,0
"CLFELE","FELIX LIGHTHOUSE",NULL,NULL,NULL,False,True,NULL,47
"GBFXT","Felixstowe","GBFXT",NULL,NULL,False,True,NULL,0
"CUFELN","FELTON",NULL,NULL,NULL,False,True,NULL,0
"ESFENE","FENE","ESFEN",NULL,NULL,False,True,NULL,15
"MGFENE","FENERIVE",NULL,NULL,NULL,False,True,NULL,0
"IEFEN","FENIT","IEFEN",NULL,NULL,False,True,NULL,15
"UAFEO","FEODOSIA","UAFEO",NULL,NULL,False,True,NULL,0
"UAFEO","FEODOSIYA","UAFEO",NULL,NULL,False,True,NULL,0
"TRFETL","FERCOM TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"PGFEIS","FERGUSON IS","PGFEI",NULL,NULL,False,True,NULL,0
"PGFEIS","FERGUSON IS.","PGFEI",NULL,NULL,False,True,NULL,0
"PGFEIS","FERGUSSON IS.",NULL,NULL,NULL,False,True,NULL,0
"USFEB","FERNANDINA","USFEB",NULL,NULL,False,True,NULL,0
"USFEB","FERNANDINA BEACH","USFEB",NULL,NULL,False,True,NULL,31
"BRFEN","FERNANDO DE NORONHA","BRFEN",NULL,NULL,False,True,NULL,0
"GQFPX","FERNANDO POO","GQFPX",NULL,NULL,False,True,NULL,0
"USFED","FERNDALE","USFED",NULL,NULL,False,True,NULL,4
"ESFER","Ferrol","ESFER",NULL,NULL,False,True,NULL,0
"CAFERD","FERRYLAND",NULL,NULL,NULL,False,True,NULL,0
"MAMOH","FESALA","MAMOH",NULL,NULL,False,True,NULL,0
"TRFET","FETHIYE","TRFET",NULL,NULL,False,True,NULL,1
"GBFETR","FETLAR",NULL,NULL,NULL,False,True,NULL,0
"NOSKX","FIBORGTANGEN","NOSKX",NULL,NULL,False,True,NULL,0
"GBFIFE","FIFE",NULL,NULL,NULL,False,True,NULL,0
"GBFINS","FIFE NESS",NULL,NULL,NULL,False,True,NULL,0
"SEFIG","FIGEHOLM","SEFIG",NULL,NULL,False,True,NULL,0
NULL,"Figueira",NULL,NULL,NULL,False,True,NULL,0
"PTFDF","FIGUEIRA DA FOZ","PTFDF",NULL,NULL,False,True,NULL,270
"GRFILA","FILIATRA",NULL,NULL,NULL,False,True,NULL,0
"ITFIIS","FILICUDI IS.",NULL,NULL,NULL,False,True,NULL,0
"TRFIN","FINIKE","TRFIN",NULL,NULL,False,True,NULL,0
"ESFINE","FINISTERRE",NULL,NULL,NULL,False,True,NULL,21
"GBFNT","FINNART","GBFNT",NULL,NULL,False,True,NULL,19
"NOFND","FINNEID","NOFND",NULL,NULL,False,True,NULL,2
"NOFINN","FINNFJORDBOTN",NULL,NULL,NULL,False,True,NULL,0
"NOFNFJ","FINNSFJORD","NOFNF",NULL,NULL,False,True,NULL,1
"NOFNE","FINNSNES","NOFNE",NULL,NULL,False,True,NULL,335
"PGFIN","FINSCHHAFEN","PGFIN",NULL,NULL,False,True,NULL,0
"PGFIN","FINSCHHAVEN","PGFIN",NULL,NULL,False,True,NULL,0
"GBFIOC","FIRTH OF CLYDE",NULL,NULL,NULL,False,True,NULL,0
"GBFIOF","FIRTH OF FORTH",NULL,NULL,NULL,False,True,NULL,6
"DEFISE","FISCHERHUTTE",NULL,NULL,NULL,False,True,NULL,0
"GBFIS","FISHGUARD","GBFIS",NULL,NULL,False,True,NULL,0
"NOFISK","FISKAA",NULL,NULL,NULL,False,True,NULL,173
"NOFSA","FISKARSTRAND","NOFSA",NULL,NULL,False,True,NULL,2
"NOFISA","FISKARSTRANDA",NULL,NULL,NULL,False,True,NULL,36
"DKFIST","FISKENAESSET",NULL,NULL,NULL,False,True,NULL,0
NULL,"Fismes",NULL,NULL,NULL,False,True,NULL,0
"NOFTJR","FITJAR",NULL,NULL,NULL,False,True,NULL,10
"CAFIID","FITZWILLIAM ISLAND",NULL,NULL,NULL,False,True,NULL,0
"ITFIO","FIUMICINO","ITFIO",NULL,NULL,False,True,NULL,14
"SEFJA","FJALLBACKA","SEFJA",NULL,NULL,False,True,NULL,1
"ISFJAL","FJARDAAL",NULL,NULL,NULL,False,True,NULL,6
"NOFJL","FJELLDAL","NOFJL",NULL,NULL,False,True,NULL,0
"NOFLA","FLAAM","NOFLA",NULL,NULL,False,True,NULL,0
"NOFLA","FLAM","NOFLA",NULL,NULL,False,True,NULL,0
"GBFLHD","FLAMBOROUGH HEAD",NULL,NULL,NULL,False,True,NULL,0
"AUFLTI","FLAT ISLAND","AUFLT",NULL,NULL,False,True,NULL,0
"AUFLTI","FLAT TOP ISLAND",NULL,NULL,NULL,False,True,NULL,0
"ISFLA","FLATEYRI","ISFLA",NULL,NULL,False,True,NULL,3
"SEFLX","FLAXENVIK","SEFLX",NULL,NULL,False,True,NULL,0
"GBFLE","FLEETWOOD","GBFLE",NULL,NULL,False,True,NULL,0
"NOFFD","Flekkefjord","NOFFD",NULL,NULL,False,True,NULL,0
"DEFLEE","FLEMHUDE",NULL,NULL,NULL,False,True,NULL,1
"DEFLF","FLENSBURG","DEFLF",NULL,NULL,False,True,NULL,98
"CAFLDL","FLEUR DE LYS",NULL,NULL,NULL,False,True,NULL,0
"GBFLIT","FLINT (UK)",NULL,NULL,NULL,False,True,NULL,0
"KIFLIS","FLINT IS. (KI)",NULL,NULL,NULL,False,True,NULL,0
"GRFLMA","FLISVOS MARINA",NULL,NULL,NULL,False,True,NULL,0
"SEFLIK","FLIVIK",NULL,NULL,NULL,False,True,NULL,25
"GBFLW","FLIXBOROUGH","GBFLW",NULL,NULL,False,True,NULL,144
"BRFLN","FLORIANOPOLIS","BRFLN",NULL,NULL,False,True,NULL,0
"USFL4","Florida","USFL4",NULL,NULL,False,True,NULL,0
NULL,"FLORIDA STRAIT (RP)",NULL,NULL,NULL,False,True,NULL,6
"NOFRO","FLORO","NOFRO",NULL,NULL,False,True,NULL,503
"NOFLO","FLORVAAG","NOFLO",NULL,NULL,False,True,NULL,119
"NOFLOG","FLORVAG",NULL,NULL,NULL,False,True,NULL,4
"GBFLO","FLOTTA TERMINAL","GBFLO",NULL,NULL,False,True,NULL,1
"CAFLCE","FLOWERS COVE",NULL,NULL,NULL,False,True,NULL,0
"BRFLFO","FLUMINENSE FPSO",NULL,NULL,NULL,False,True,NULL,0
"NLFLU","FLUSHING","NLFLU",NULL,NULL,False,True,NULL,953
"PGFLRR","FLY RIVER",NULL,NULL,NULL,False,True,NULL,0
"CXXCH","FLYING FISH COVE","CXXCH",NULL,NULL,False,True,NULL,0
"TRFOC","FOCA","TRFOC",NULL,NULL,False,True,NULL,0
"FIFOG","FOGLO","FIFOG",NULL,NULL,False,True,NULL,0
"CAFOG","FOGO","CAFOG",NULL,NULL,False,True,NULL,0
"GBFNV","FOINAVEN","GBFNV",NULL,NULL,False,True,NULL,0
"GBFNV","FOINAVEN FPSO","GBFNV",NULL,NULL,False,True,NULL,0
"NOFOLA","FOLDA",NULL,NULL,NULL,False,True,NULL,1
"GRFOL","FOLEGANDROS ISLAND","GRFOL",NULL,NULL,False,True,NULL,0
"GBFOL","FOLKESTONE","GBFOL",NULL,NULL,False,True,NULL,3
"NOFOLS","FOLLAFOSS",NULL,NULL,NULL,False,True,NULL,151
"GPFLAS","FOLLE ANSE","GPFLA",NULL,NULL,False,True,NULL,0
"ITFOL","FOLLONICA","ITFOL",NULL,NULL,False,True,NULL,32
"KMFOU","FOMBONI","KMFOU",NULL,NULL,False,True,NULL,0
"USFODL","FON DU LAC","USFOD",NULL,NULL,False,True,NULL,0
"USFODL","FOND DU LAC",NULL,NULL,NULL,False,True,NULL,0
"HTFOM","FOND MOMBIN","HTFOM",NULL,NULL,False,True,NULL,41
"BRFOBA","FONTE BOA",NULL,NULL,NULL,False,True,NULL,0
"CNFOC","FOOCHOW","CNFOC",NULL,NULL,False,True,NULL,0
"NGFOR","FORCADOS","NGFOR",NULL,NULL,False,True,NULL,24
"NGFOTL","FORCADOS TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"NOFDE","FORDE","NOFDE",NULL,NULL,False,True,NULL,33
"CAFRV","FORESTVILLE","CAFRV",NULL,NULL,False,True,NULL,0
"ITFORO","FORIO",NULL,NULL,NULL,False,True,NULL,0
"ESFOIS","FORMENTERA IS.",NULL,NULL,NULL,False,True,NULL,0
"ITFORA","FORMIA",NULL,NULL,NULL,False,True,NULL,2
"PTFORS","FORMIGAS",NULL,NULL,NULL,False,True,NULL,0
"ARFMA","FORMOSA (AR)","ARFMA",NULL,NULL,False,True,NULL,0
NULL,"FORMOSA STRAIT (RP)",NULL,NULL,NULL,False,True,NULL,0
"BRFORO","FORNO",NULL,NULL,NULL,False,True,NULL,0
"NOFOR","FORSAND","NOFOR",NULL,NULL,False,True,NULL,49
"SEFOR","FORSMARK","SEFOR",NULL,NULL,False,True,NULL,1
"CAFAL","FORT ALBANY","CAFAL",NULL,NULL,False,True,NULL,0
"GBFOAS","FORT AUGUSTUS",NULL,NULL,NULL,False,True,NULL,0
"USFOB","FORT BRAGG","USFOB",NULL,NULL,False,True,NULL,0
"CAFCM","FORT CHIMO","CAFCM",NULL,NULL,False,True,NULL,0
"MYFCNW","FORT CORNWALLIS","MYFCN",NULL,NULL,False,True,NULL,0
"MGFTU","FORT DAUPHIN","MGFTU",NULL,NULL,False,True,NULL,0
"MQFDF","FORT DE FRANCE","MQFDF",NULL,NULL,False,True,NULL,33
"CAFOGE","FORT GEORGE",NULL,NULL,NULL,False,True,NULL,0
"USFLL","Fort Lauderdale","USFLL",NULL,NULL,False,True,NULL,0
"HTFLI","FORT LIBERTE","HTFLI",NULL,NULL,False,True,NULL,1
"USFOMS","FORT MAYERS",NULL,NULL,NULL,False,True,NULL,0
